date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jul%202023%2021:26:03%20GMT	http://manifesto.clapat.com/robots.txt		(from )
22:26:04	38610/38610	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:54:55%20GMT	http://manifesto.clapat.com/	C:/xampp/htdocs/dgbox/manifesto.clapat.com/index.html	(from )
22:26:04	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Thu,%2009%20Feb%202017%2009:35:22%20GMT	http://manifesto.clapat.com/favicon.ico	C:/xampp/htdocs/dgbox/manifesto.clapat.com/favicon.ico	(from http://manifesto.clapat.com/)
22:26:04	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2018:23:07%20GMT	https://www.google-analytics.com/analytics.js	C:/xampp/htdocs/dgbox/www.google-analytics.com/analytics.js	(from http://manifesto.clapat.com/)
22:26:06	77773/77773	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Jun%202023%2010:48:20%20GMT	http://manifesto.clapat.com/style.css	C:/xampp/htdocs/dgbox/manifesto.clapat.com/style.css	(from http://manifesto.clapat.com/)
22:26:07	100782/100782	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Mar%202022%2013:08:02%20GMT	http://manifesto.clapat.com/css/all.min.css	C:/xampp/htdocs/dgbox/manifesto.clapat.com/css/all.min.css	(from http://manifesto.clapat.com/)
22:26:08	38610/38610	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:54:55%20GMT	http://manifesto.clapat.com/index.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/index-2.html	(from http://manifesto.clapat.com/)
22:26:09	3133/3133	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Apr%202023%2014:25:45%20GMT	http://manifesto.clapat.com/images/logo.png	C:/xampp/htdocs/dgbox/manifesto.clapat.com/images/logo.png	(from http://manifesto.clapat.com/)
22:26:10	2950/2950	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Apr%202023%2014:26:37%20GMT	http://manifesto.clapat.com/images/logo-white.png	C:/xampp/htdocs/dgbox/manifesto.clapat.com/images/logo-white.png	(from http://manifesto.clapat.com/)
22:26:10	29151/29151	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:56:01%20GMT	http://manifesto.clapat.com/index-showcase-carousel.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/index-showcase-carousel.html	(from http://manifesto.clapat.com/)
22:26:10	31789/31789	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:56:23%20GMT	http://manifesto.clapat.com/index-showcase-grid.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/index-showcase-grid.html	(from http://manifesto.clapat.com/)
22:26:12	32240/32240	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:56:33%20GMT	http://manifesto.clapat.com/index-showcase-list.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/index-showcase-list.html	(from http://manifesto.clapat.com/)
22:26:13	38492/38492	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:56:11%20GMT	http://manifesto.clapat.com/index-showcase-gallery.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/index-showcase-gallery.html	(from http://manifesto.clapat.com/)
22:26:14	34849/34849	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:55:31%20GMT	http://manifesto.clapat.com/about.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/about.html	(from http://manifesto.clapat.com/)
22:26:15	20611/20611	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:55:43%20GMT	http://manifesto.clapat.com/contact.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/contact.html	(from http://manifesto.clapat.com/)
22:26:16	43448/43448	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:55:21%20GMT	http://manifesto.clapat.com/typography.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/typography.html	(from http://manifesto.clapat.com/)
22:26:18	42527/42527	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:56:44%20GMT	http://manifesto.clapat.com/multimedia.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/multimedia.html	(from http://manifesto.clapat.com/)
22:26:18	31623/31623	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2017:55:09%20GMT	http://manifesto.clapat.com/shortcodes.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/shortcodes.html	(from http://manifesto.clapat.com/)
22:26:20	21465/21465	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2018:00:48%20GMT	http://manifesto.clapat.com/project01.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/project01.html	(from http://manifesto.clapat.com/)
22:26:21	20217/20217	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2018:00:35%20GMT	http://manifesto.clapat.com/project02.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/project02.html	(from http://manifesto.clapat.com/)
22:26:22	21825/21825	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2018:00:23%20GMT	http://manifesto.clapat.com/project03.html	C:/xampp/htdocs/dgbox/manifesto.clapat.com/project03.html	(from http://manifesto.clapat.com/)
22:26:52	193382/193382	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2015:50:28%20GMT	http://manifesto.clapat.com/images/00hero.jpg	C:/xampp/htdocs/dgbox/manifesto.clapat.com/images/00hero.jpg	(from http://manifesto.clapat.com/)
22:26:59	234505/234505	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Apr%202023%2009:40:51%20GMT	http://manifesto.clapat.com/images/01hero.jpg	C:/xampp/htdocs/dgbox/manifesto.clapat.com/images/01hero.jpg	(from http://manifesto.clapat.com/)
22:27:05	71157/71157	---M-Z	200	added ('OK')	application/javascript	etag:%2263a3f27f-6cbd%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/gsap.min.js	C:/xampp/htdocs/dgbox/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/gsap.min.js	(from http://manifesto.clapat.com/)
22:27:07	89503/89503	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2001:58:30%20GMT	http://manifesto.clapat.com/js/jquery.min.js	C:/xampp/htdocs/dgbox/manifesto.clapat.com/js/jquery.min.js	(from http://manifesto.clapat.com/)
22:27:09	24875/24875	---M-Z	200	added ('OK')	application/javascript	etag:%2263a3f27f-2521%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/Flip.min.js	C:/xampp/htdocs/dgbox/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/Flip.min.js	(from http://manifesto.clapat.com/)
22:27:09	40596/40596	---M-Z	200	added ('OK')	application/javascript	etag:%2263a3f27f-4106%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/ScrollTrigger.min.js	C:/xampp/htdocs/dgbox/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/ScrollTrigger.min.js	(from http://manifesto.clapat.com/)
22:27:10	5485/5485	---M-Z	200	added ('OK')	application/javascript	etag:%226212faf2-6f6%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.imagesloaded/5.0.0/imagesloaded.pkgd.min.js	C:/xampp/htdocs/dgbox/cdnjs.cloudflare.com/ajax/libs/jquery.imagesloaded/5.0.0/imagesloaded.pkgd.min.js	(from http://manifesto.clapat.com/)
22:27:13	48032/48032	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-bba0%22	https://cdnjs.cloudflare.com/ajax/libs/smooth-scrollbar/8.4.0/smooth-scrollbar.js	C:/xampp/htdocs/dgbox/cdnjs.cloudflare.com/ajax/libs/smooth-scrollbar/8.4.0/smooth-scrollbar.js	(from http://manifesto.clapat.com/)
22:27:17	23837/23837	---M--	200	added ('OK')	application/javascript	date:Mon,%2026%20Jun%202023%2010:54:17%20GMT	http://manifesto.clapat.com/js/clapat.js	C:/xampp/htdocs/dgbox/manifesto.clapat.com/js/clapat.js	(from http://manifesto.clapat.com/)
22:27:28	66750/66750	---M--	200	added ('OK')	application/javascript	date:Mon,%2026%20Jun%202023%2007:49:57%20GMT	http://manifesto.clapat.com/js/plugins.js	C:/xampp/htdocs/dgbox/manifesto.clapat.com/js/plugins.js	(from http://manifesto.clapat.com/)
22:27:31	449327/449327	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:30:31%20GMT	http://manifesto.clapat.com/images/03hero.jpg	C:/xampp/htdocs/dgbox/manifesto.clapat.com/images/03hero.jpg	(from http://manifesto.clapat.com/)
22:27:32	6158/6158	---M--	200	added ('OK')	application/javascript	date:Tue,%2026%20Apr%202022%2012:20:25%20GMT	http://manifesto.clapat.com/js/contact.js	C:/xampp/htdocs/dgbox/manifesto.clapat.com/js/contact.js	(from http://manifesto.clapat.com/)
22:27:35	603445/603445	---M-Z	200	added ('OK')	application/javascript	etag:%2260829d5c-93535%22	https://cdnjs.cloudflare.com/ajax/libs/three.js/r128/three.min.js	C:/xampp/htdocs/dgbox/cdnjs.cloudflare.com/ajax/libs/three.js/r128/three.min.js	(from http://manifesto.clapat.com/)
22:27:36	25062/25062	---M--	200	added ('OK')	text/css	date:Sun,%2025%20Jun%202023%2015:27:05%20GMT	http://manifesto.clapat.com/css/content.css	C:/xampp/htdocs/dgbox/manifesto.clapat.com/css/content.css	(from http://manifesto.clapat.com/style.css)
22:27:37	58458/58458	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Jun%202023%2008:03:02%20GMT	http://manifesto.clapat.com/css/showcase.css	C:/xampp/htdocs/dgbox/manifesto.clapat.com/css/showcase.css	(from http://manifesto.clapat.com/style.css)
22:27:39	76573/76573	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Jun%202023%2011:30:44%20GMT	http://manifesto.clapat.com/css/shortcodes.css	C:/xampp/htdocs/dgbox/manifesto.clapat.com/css/shortcodes.css	(from http://manifesto.clapat.com/style.css)
